URI,Album,Song Name,Artist,Disc Number,Track Number,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
50kpGaPAhYJ3sGmk6vplg0,Purpose (Deluxe),Love Yourself,Justin Bieber,1,5,86,False,0.609,0.37799999999999995,4,-9.828,1,0.43799999999999994,0.835,0.0,0.28,0.515,100.41799999999999,233720,4
4tqcoej1zPvwePZCzuAjJd,2014 Forest Hills Drive,Wet Dreamz,J. Cole,1,3,86,True,0.495,0.722,6,-8.107999999999999,0,0.35700000000000004,0.0697,0.0,0.113,0.539,175.627,239267,4
4cluDES4hQEUhmXj6TXkSo,Up All Night,What Makes You Beautiful,One Direction,1,1,86,False,0.726,0.787,4,-2.494,1,0.0737,0.009000000000000001,0.0,0.0596,0.888,124.99,199987,4
4VXIryQMWpIdGgYR4TrjT1,Goodbye & Good Riddance,All Girls Are The Same,Juice WRLD,1,2,86,True,0.6709999999999999,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4
5Nm9ERjJZ5oyfXZTECKmRt,In The Lonely Hour,Stay With Me,Sam Smith,1,3,86,False,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
2xLMifQCjDGFmkHkpNLD9h,ASTROWORLD,SICKO MODE,Travis Scott,1,3,86,True,0.8340000000000001,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.00799999999998,312820,4
0e7ipj03S05BNilyu5bRzt,beerbongs & bentleys,rockstar (feat. 21 Savage),Post Malone; 21 Savage,1,6,85,True,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.80100000000002,218147,4
57bgtoPSgt236HzfBOd8kj,The Razors Edge,Thunderstruck,AC/DC,1,1,85,False,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
7w87IxuO7BDcJ3YUqCyMTT,Torches,Pumped Up Kicks,Foster The People,1,2,85,False,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
0d28khcov6AiegSCpG5TuT,Demon Days,Feel Good Inc.,Gorillaz,1,6,85,False,0.818,0.705,6,-6.678999999999999,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,1,1,85,True,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.10300000000000001,0.478,169.928,141806,4
7sO5G9EABYOXQKNPNiE9NR,Without Warning,Ric Flair Drip (with Metro Boomin),Offset; Metro Boomin,1,3,85,True,0.88,0.428,9,-8.28,1,0.20600000000000002,0.149,5.05e-05,0.114,0.33299999999999996,100.007,172800,4
0lYBSQXN6rCTvUZvg9S0lU,Encore,Let Me Love You,DJ Snake; Justin Bieber,1,13,85,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.6300000000000002e-05,0.135,0.163,99.988,205947,4
48UPSzbZjgc449aqz8bxox,Californication (Deluxe Edition),Californication,Red Hot Chili Peppers,1,6,85,False,0.5920000000000001,0.767,9,-2.7880000000000003,0,0.027000000000000003,0.0021,0.00165,0.127,0.32799999999999996,96.48299999999999,329733,4
2VxeLyX666F8uXCJ0dZF8B,A Star Is Born Soundtrack,Shallow,Lady Gaga; Bradley Cooper,1,12,85,False,0.5720000000000001,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.32299999999999995,95.79899999999999,215733,4
6nek1Nin9q48AVZcWs9e9D,Mylo Xyloto,Paradise,Coldplay,1,3,85,False,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719,4
4bHsxqR3GMrXTxEPLuK5ue,Escape (Bonus Track Version),Don't Stop Believin',Journey,1,1,85,False,0.5,0.748,4,-9.072000000000001,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,Back In Black,AC/DC,1,6,85,False,0.31,0.7,9,-5.678,1,0.047,0.011000000000000001,0.00965,0.0828,0.763,188.386,255493,4
78QR3Wp35dqAhFEc2qAGjE,Drip Harder,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,1,12,85,True,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.51100000000001,145543,4
3d9DChrdc6BOeFsbrZ3Is0,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,Red Hot Chili Peppers,1,11,85,False,0.5589999999999999,0.345,4,-13.495999999999999,1,0.0459,0.0576,0.000105,0.141,0.45799999999999996,84.581,264307,4
3jjujdWJ72nww5eGnfs2E7,Fine Line,Adore You,Harry Styles,1,3,85,False,0.6759999999999999,0.7709999999999999,8,-3.675,1,0.0483,0.0237,7.000000000000001e-06,0.102,0.569,99.04799999999999,207133,4
6ocbgoVGwYJhOv1GgI9NsF,"thank u, next",7 rings,Ariana Grande,1,10,85,True,0.778,0.317,1,-10.732000000000001,0,0.33399999999999996,0.5920000000000001,0.0,0.0881,0.327,140.048,178627,4
32OlwWuMpZ6b0aN2RZOeMS,Uptown Special,Uptown Funk (feat. Bruno Mars),Mark Ronson; Bruno Mars,1,4,85,True,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.149999999999999e-05,0.0344,0.9279999999999999,114.988,269667,4
285pBltuF7vW8TeWk8hdRR,Goodbye & Good Riddance,Lucid Dreams,Juice WRLD,1,3,85,True,0.511,0.5660000000000001,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.90299999999999,239836,4
4kbj5MwxO1bq9wjT5g9HaA,TALKING IS HARD,Shut Up and Dance,WALK THE MOON,1,3,85,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.03799999999998,199080,4
6PGoSes0D9eUDeeAafB2As,DAMN.,LOVE. FEAT. ZACARI.,Kendrick Lamar; Zacari,1,10,85,True,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.05799999999999,213400,4
40riOy7x9W7GXjyGp4pjAv,Hotel California (2013 Remaster),Hotel California - 2013 Remaster,Eagles,1,1,85,False,0.579,0.508,2,-9.484,1,0.027000000000000003,0.0057399999999999994,0.0004940000000000001,0.0575,0.609,147.125,391376,4
15JINEqzVMv3SvJTAXAKED,Recovery,Love The Way You Lie,Eminem; Rihanna,1,15,85,True,0.7490000000000001,0.925,10,-5.034,1,0.22699999999999998,0.24100000000000002,0.0,0.52,0.6409999999999999,86.98899999999999,263373,4
5nujrmhLynf4yMoMtj8AQF,Future Nostalgia,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1,12,85,False,0.7020000000000001,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
3Wrjm47oTz2sjIgck11l5e,Chosen,Beggin',Måneskin,1,4,85,False,0.7140000000000001,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
6dGnYIeXmHdcikdzNNDMm2,Abbey Road (Remastered),Here Comes The Sun - Remastered 2009,The Beatles,1,7,85,False,0.557,0.54,9,-10.484000000000002,1,0.0347,0.0339,0.00248,0.179,0.39399999999999996,129.171,185733,4
3pXF1nA74528Edde4of9CC,T R A P S O U L,Don't,Bryson Tiller,1,5,85,True,0.765,0.35600000000000004,11,-5.556,0,0.195,0.223,0.0,0.0963,0.18899999999999997,96.991,198293,4
3rmo8F54jFF8OgYsqTxm5d,=,Bad Habits,Ed Sheeran,1,4,85,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.7899999999999997e-05,0.366,0.537,126.01100000000001,230747,4
43zdsphuZLzwA9k4DJhU0I,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,Billie Eilish,1,7,85,False,0.36700000000000005,0.111,4,-14.084000000000001,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.64200000000001,196077,4
7EZC6E7UjZe63f1jRmkWxt,No Need To Argue (The Complete Sessions 1994-1995),Zombie,The Cranberries,1,4,85,False,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.36700000000000005,0.312,166.915,306440,4
1RMJOxR6GRPsBHL8qeC2ux,Freudian,Best Part (feat. H.E.R.),Daniel Caesar; H.E.R.,1,2,85,False,0.524,0.364,7,-10.209,1,0.0367,0.8079999999999999,0.0,0.1,0.436,75.24,209831,4
45bE4HXI0AwGZXfZtMp8JR,you broke me first,you broke me first,Tate McRae,1,1,85,True,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
4HlFJV71xXKIGcU3kRyttv,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",Train,1,2,85,False,0.6729999999999999,0.8859999999999999,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
0WtDGnWL2KrMCk0mI1Gpwz,"""Awaken, My Love!""",Redbone,Childish Gambino,1,6,85,True,0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.11800000000000001,0.598,160.111,326933,4
2ZRo7axmMPeSVUvDbGkJah,?,Hope,XXXTENTACION,1,16,85,True,0.5920000000000001,0.457,9,-6.081,0,0.0603,0.6609999999999999,0.000331,0.146,0.225,146.04,110886,4
6Z8R6UsFuGXGtiIxiD8ISb,In A Tidal Wave Of Mystery (Deluxe Edition),Safe And Sound,Capital Cities,1,1,85,False,0.655,0.8190000000000001,0,-4.852,1,0.0316,0.000176,0.00374,0.10400000000000001,0.7659999999999999,117.956,192790,5
5Ohxk2dO5COHF1krpoPigN,Harry Styles,Sign of the Times,Harry Styles,1,2,85,False,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.97200000000001,340707,4
5cF0dROlMOK5uNZtivgu50,Voicenotes,Attention,Charlie Puth,1,2,85,False,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
1PtQJZVZIdWIYdARpZRDFO,Hounds Of Love,Running Up That Hill (A Deal With God),Kate Bush,1,1,85,False,0.629,0.545,10,-13.123,0,0.0546,0.7190000000000001,0.0030800000000000003,0.0604,0.19399999999999998,108.376,298933,4
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - Remastered,Eurythmics; Annie Lennox; Dave Stewart,1,6,85,False,0.6920000000000001,0.711,0,-7.497999999999999,0,0.0317,0.225,0.0,0.12,0.875,125.135,216933,4
7xoUc6faLbCqZO6fQEYprd,My Everything (Deluxe),One Last Time,Ariana Grande,1,3,85,False,0.628,0.593,8,-5.0360000000000005,1,0.0323,0.09300000000000001,1.65e-06,0.096,0.10400000000000001,125.02600000000001,197267,4
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,This Is What You Came For,Calvin Harris; Rihanna,1,1,84,False,0.631,0.927,9,-2.787,0,0.0332,0.19899999999999998,0.11900000000000001,0.14800000000000002,0.465,123.962,222160,4
1ZMiCix7XSAbfAJlEZWMCp,Fine Line,Falling,Harry Styles,1,6,84,False,0.5670000000000001,0.267,4,-6.502000000000001,1,0.0299,0.8390000000000001,1.46e-06,0.08900000000000001,0.0592,110.01100000000001,240133,4
2beS6dD5rovBxSA1zYoSHR,Famouz,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,1,2,84,False,0.804,0.787,10,-3.824,0,0.0746,0.14,0.0,0.0927,0.562,91.97399999999999,309120,4
6i0V12jOa3mr6uu4WYhUBr,Heathens,Heathens,Twenty One Pilots,1,1,84,False,0.732,0.396,4,-9.347999999999999,0,0.0286,0.0841,3.5799999999999996e-05,0.105,0.5479999999999999,90.024,195920,4
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa; Charlie Puth,1,1,84,False,0.6890000000000001,0.48100000000000004,10,-7.502999999999999,1,0.0815,0.369,1.03e-06,0.0649,0.28300000000000003,80.025,229526,4
4nVBt6MZDDP6tRVdQTgxJg,Midnight Memories (Deluxe),Story of My Life,One Direction,1,2,84,False,0.6,0.6629999999999999,3,-5.8020000000000005,1,0.0477,0.225,0.0,0.11900000000000001,0.28600000000000003,121.07,245493,4
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Glimpse of Us,Joji,1,1,84,False,0.44,0.317,8,-9.258,1,0.0531,0.8909999999999999,4.78e-06,0.141,0.268,169.91400000000002,233456,3
2Fxmhks0bxGSBdJ92vM42m,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,Billie Eilish,1,2,84,False,0.701,0.425,7,-10.965,1,0.375,0.32799999999999996,0.13,0.1,0.562,135.128,194088,4
503OTo2dSqe7qk76rgsbep,2001,Still D.R.E.,Dr. Dre; Snoop Dogg,1,4,84,True,0.816,0.775,11,-3.323,1,0.23399999999999999,0.16,0.00031,0.0543,0.527,93.431,270587,4
0nbXyq5TXYPCO7pr3N8S4I,Please Excuse Me for Being Antisocial,The Box,Roddy Ricch,1,2,84,True,0.8959999999999999,0.586,10,-6.687,0,0.0559,0.10400000000000001,0.0,0.79,0.642,116.971,196653,4
7DnAm9FOTWE3cUvso43HhI,Heaven & Hell,Sweet but Psycho,Ava Max,1,16,84,False,0.72,0.706,1,-4.718999999999999,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4
5rb9QrpfcKFHM1EUbSIurX,Confessions (Expanded Edition),Yeah! (feat. Lil Jon & Ludacris),USHER; Lil Jon; Ludacris,1,2,84,False,0.894,0.7909999999999999,2,-4.699,1,0.11199999999999999,0.0183,0.0,0.0388,0.583,105.01799999999999,250373,4
0EcQcdcbQeVJn9fknj44Be,I met you when I was 18. (the playlist),I Like Me Better,Lauv,1,1,84,False,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.10400000000000001,0.419,91.97200000000001,197437,4
2Z8WuEywRWYTKe1NybPQEW,Blurryface,Ride,Twenty One Pilots,1,3,84,False,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.5660000000000001,74.98899999999999,214507,4
0HPD5WQqrq7wPWR7P7Dw1i,Animal (Expanded Edition),TiK ToK,Kesha,1,2,84,False,0.755,0.8370000000000001,2,-2.718,0,0.142,0.0991,0.0,0.289,0.7140000000000001,120.02799999999999,199693,4
0ntQJM78wzOLVeCUAW7Y45,Only By The Night,Sex on Fire,Kings of Leon,1,3,84,False,0.542,0.905,9,-5.653,1,0.054000000000000006,0.00172,0.0104,0.136,0.374,153.398,203347,4
7xQAfvXzm3AkraOtGPWIZg,Hollywood's Bleeding,Wow.,Post Malone,1,17,84,True,0.8290000000000001,0.539,11,-7.359,0,0.20800000000000002,0.136,1.78e-06,0.10300000000000001,0.38799999999999996,99.96,149547,4
5kqIPrATaCc2LqxVWzQGbk,Lukas Graham,7 Years,Lukas Graham,1,1,84,False,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,4
0GONea6G2XdnHWjNZd6zt3,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,Bryan Adams,1,6,84,False,0.508,0.8340000000000001,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,4
3ZOEytgrvLwQaqXreDs2Jx,By the Way (Deluxe Edition),Can't Stop,Red Hot Chili Peppers,1,7,84,False,0.618,0.938,9,-3.4419999999999997,1,0.0456,0.0179,0.0,0.16699999999999998,0.875,91.455,269000,4
0G21yYKMZoHa30cYVi1iA8,Appetite For Destruction,Welcome To The Jungle,Guns N' Roses,1,1,84,True,0.45299999999999996,0.987,8,-4.485,1,0.0889,0.0195,0.28300000000000003,0.268,0.316,123.544,273480,4
3GVkPk8mqxz0itaAriG1L7,17,Everybody Dies In Their Nightmares,XXXTENTACION,1,4,84,True,0.7340000000000001,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.11199999999999999,0.6890000000000001,129.953,95467,4
6I9VzXrHxO9rA9A5euc8Ak,In The Zone,Toxic,Britney Spears,1,6,84,False,0.774,0.838,5,-3.9139999999999997,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4
0rKtyWc8bvkriBthvHKY8d,BALLADS 1,SLOW DANCING IN THE DARK,Joji,1,2,84,True,0.515,0.479,3,-7.457999999999999,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
7ycWLEP1GsNjVvcjawXz3z,TESTING,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky; Skepta,1,5,84,True,0.8540000000000001,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
2PpruBYCo4H7WOBJ7Q2EwM,Speakerboxxx/The Love Below,Hey Ya!,Outkast,2,9,84,False,0.727,0.9740000000000001,4,-2.261,0,0.0664,0.10300000000000001,0.000532,0.174,0.965,79.52600000000001,235213,4
6Qn5zhYkTa37e91HC1D7lb,Evolve,Whatever It Takes,Imagine Dragons,1,3,84,False,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.11699999999999999,0.556,134.945,201240,4
7m9OqQk4RVRkw9JJdeAw96,17,Jocelyn Flores,XXXTENTACION,1,2,84,True,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.43700000000000006,134.02100000000002,119133,4
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,1,1,84,True,0.598,0.42700000000000005,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4
1auxYwYrFRqZP7t3s7w4um,Watch The Throne,Ni**as In Paris,JAY-Z; Kanye West,1,3,84,True,0.789,0.858,1,-5.542000000000001,1,0.311,0.127,0.0,0.349,0.775,140.02200000000002,219333,4
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,MIDDLE CHILD,J. Cole,1,1,84,True,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,213594,4
47BBI51FKFwOMlIiX6m8ya,Millennium,I Want It That Way,Backstreet Boys,1,2,84,False,0.6890000000000001,0.6940000000000001,6,-5.83,0,0.027000000000000003,0.257,0.0,0.14800000000000002,0.48200000000000004,99.039,213307,4
3a1lNhkSLSkpJE4MSHpDu9,Stoney (Deluxe),Congratulations,Post Malone; Quavo,1,12,84,True,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.49200000000000005,123.146,220293,4
3PfIrDoz19wz7qK7tYeu62,Future Nostalgia,Don't Start Now,Dua Lipa,1,2,84,False,0.7929999999999999,0.7929999999999999,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
4pAl7FkDMNBsjykPXo91B3,ANTI (Deluxe),Needed Me,Rihanna,1,7,84,True,0.6709999999999999,0.314,5,-8.091000000000001,0,0.244,0.11,0.0,0.0825,0.29600000000000004,110.898,191600,4
0qOnSQQF0yzuPWsXrQ9paz,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),Gym Class Heroes; Adam Levine,1,4,84,False,0.6459999999999999,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.7959999999999999,89.99,210960,4
0JP9xo3adEtGSdUEISiszL,?,Moonlight,XXXTENTACION,1,3,84,True,0.9209999999999999,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
1mKXFLRA179hdOWQBwUk9e,The Truth About Love,Just Give Me a Reason,P!nk; Nate Ruess,1,4,84,False,0.778,0.547,2,-7.273,1,0.0489,0.34600000000000003,0.000302,0.132,0.441,95.00200000000001,242733,4
6YUTL4dYpB9xZO5qExPf05,Motion,Summer,Calvin Harris,1,8,84,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4
2P4OICZRVAQcYAV2JReRfj,Stories,Waiting For Love,Avicii,1,1,84,False,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,4
161DnLWsx1i3u1JT05lzqU,Doo-Wops & Hooligans,Talking to the Moon,Bruno Mars,1,7,83,False,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.86700000000002,217867,4
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Easy On Me,Adele,1,1,83,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
2rbDhOo9Fh61Bbu23T2qCk,A Star Is Born Soundtrack (Without Dialogue),Always Remember Us This Way,Lady Gaga,1,9,83,False,0.5529999999999999,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.29600000000000004,129.976,210200,4
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,A Thousand Years,Christina Perri,1,1,83,False,0.42100000000000004,0.40700000000000003,10,-7.445,1,0.0267,0.309,0.0009609999999999999,0.11,0.161,139.028,285120,3
2JPLbjOn0wPCngEot2STUS,Yonaguni,Yonaguni,Bad Bunny,1,1,83,True,0.644,0.648,1,-4.601,1,0.11800000000000001,0.276,0.0,0.135,0.44,179.951,206710,4
35mvY5S1H3J2QZyna3TFe0,Positions,positions,Ariana Grande,1,12,83,True,0.737,0.802,0,-4.771,1,0.0878,0.46799999999999997,0.0,0.0931,0.682,144.015,172325,4
2iUXsYOEPhVqEBwsqP70rE,Youngblood (Deluxe),Youngblood,5 Seconds of Summer,1,1,83,False,0.596,0.8540000000000001,7,-5.114,0,0.46299999999999997,0.0169,0.0,0.124,0.152,120.274,203418,4
76hfruVvmfQbw0eYn1nmeC,DNCE,Cake By The Ocean,DNCE,1,3,83,True,0.774,0.753,4,-5.446000000000001,0,0.0517,0.152,0.0,0.0371,0.8959999999999999,119.00200000000001,219147,4
2HbKqm4o0w5wEeEFXm2sD4,"good kid, m.A.A.d city",Money Trees,Kendrick Lamar; Jay Rock,1,5,83,True,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.22399999999999998,0.344,71.994,386907,4
7e89621JPkKaeDSTQ3avtg,Second Helping (Expanded Edition),Sweet Home Alabama,Lynyrd Skynyrd,1,1,83,True,0.596,0.605,7,-12.145,1,0.0255,0.18100000000000002,0.000331,0.0863,0.8859999999999999,97.79799999999999,283800,4
48QmG1dfvMuYLxMPt7KSRA,Mad Love The Prequel,No Lie,Sean Paul; Dua Lipa,1,9,83,False,0.742,0.882,7,-2.862,1,0.11699999999999999,0.0466,0.0,0.20600000000000002,0.46299999999999997,102.04,221176,4
2tUBqZG2AbRi7Q0BIrVrEj,Whitney,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1,1,83,False,0.7090000000000001,0.8240000000000001,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4
3cHyrEgdyYRjgJKSOiOtcS,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),Pitbull; Kesha,1,13,83,False,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.7879999999999999,129.99200000000002,204160,4
7GX5flRQZVHRAGd6B4TmDO,Luv Is Rage 2,XO Tour Llif3,Lil Uzi Vert,1,16,83,True,0.732,0.75,11,-6.3660000000000005,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4
6RtPijgfPKROxEzTHNRiDp,Don't Kill the Magic,Rude,MAGIC!,1,1,83,False,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4
4iJyoBOLtHqaGxP12qzhQI,Justice,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,1,12,83,True,0.677,0.696,0,-6.181,1,0.11900000000000001,0.321,0.0,0.42,0.46399999999999997,90.03,198082,4
5hnyJvgoWiQUYZttV4wXy6,Eyes Open,Chasing Cars,Snow Patrol,1,3,83,False,0.56,0.595,9,-4.53,1,0.0274,0.19899999999999998,6.47e-05,0.132,0.14400000000000002,104.01100000000001,267960,4
2FY7b99s15jUprqC0M5NCT,Origins (Deluxe),Natural,Imagine Dragons,1,1,83,False,0.7040000000000001,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),death bed (coffee for your head),Powfu; beabadoobee,1,1,83,False,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,4
1lOe9qE0vR9zwWQAOk6CoO,We Love You Tecca,Ransom,Lil Tecca,1,1,83,True,0.745,0.642,7,-6.257000000000001,0,0.287,0.0204,0.0,0.0658,0.226,179.97400000000002,131240,4
0VgkVdmE4gld66l8iyGjgx,FUTURE,Mask Off,Future,1,7,83,True,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
6QgjcU0zLnzq5OrUoSZ3OK,Woodstock,Feel It Still,Portugal. The Man,1,4,83,False,0.8009999999999999,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4
6FE2iI43OZnszFLuLtvvmg,MKTO,Classic,MKTO,1,2,83,False,0.72,0.7909999999999999,1,-4.689,1,0.124,0.0384,0.0,0.157,0.7559999999999999,102.071,175427,4
09CtPGIpYB4BrO8qb1RGsF,Purpose (Deluxe),Sorry,Justin Bieber,1,4,83,False,0.654,0.76,0,-3.6689999999999996,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4
3CIyK1V4JEJkg02E4EJnDl,Mercury - Acts 1 & 2,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,1,1,83,False,0.728,0.7829999999999999,11,-4.4239999999999995,0,0.266,0.237,0.0,0.434,0.555,77.01100000000001,173381,4
2dLLR6qlu5UJ5gk0dKz0h3,Pure Heroine,Royals,Lorde,1,3,83,False,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.87799999999999,190185,4
2bJvI42r8EF3wxjOuDav4r,Globalization,Time of Our Lives,Pitbull; Ne-Yo,1,4,83,True,0.721,0.802,1,-5.797000000000001,1,0.0583,0.0921,0.0,0.6940000000000001,0.7240000000000001,124.022,229360,4
73CMRj62VK8nUS4ezD2wvi,21,Set Fire to the Rain,Adele,1,5,83,False,0.603,0.67,2,-3.8819999999999997,0,0.0249,0.004079999999999999,1.68e-06,0.11199999999999999,0.446,107.993,242974,4
2BgEsaKNfHUdlh97KmvFyo,Speak Your Mind (Deluxe),2002,Anne-Marie,1,10,83,False,0.6970000000000001,0.6829999999999999,1,-2.8810000000000002,0,0.11699999999999999,0.0372,0.0,0.13699999999999998,0.603,96.133,186987,4
2ekn2ttSfGqwhhate0LSR0,Dua Lipa (Deluxe),New Rules,Dua Lipa,1,10,83,False,0.762,0.7,9,-6.021,0,0.0694,0.0026100000000000003,1.56e-05,0.153,0.608,116.073,209320,4
1yvMUkIOTeUNtNWlWRgANS,This Is Acting (Deluxe Version),Unstoppable,Sia,1,5,83,False,0.46799999999999997,0.779,9,-4.8389999999999995,1,0.0779,0.11199999999999999,0.000373,0.10099999999999999,0.26,173.799,217747,4
2iuZJX9X9P0GKaE93xcPjk,V,Sugar,Maroon 5,1,5,83,True,0.748,0.7879999999999999,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.07600000000001,235493,4
4l0Mvzj72xxOpRrp6h8nHi,Rare,Lose You To Love Me,Selena Gomez,1,4,83,False,0.488,0.34299999999999997,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4
7vGuf3Y35N4wmASOKLUVVU,Silence,Silence,Marshmello; Khalid,1,1,83,False,0.52,0.7609999999999999,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.28600000000000003,141.971,180823,4
