comments,duration,event,main_speaker,title,published_date,ratings,views
459,986,TEDGlobal 2010,Matt Ridley,Matt Ridley: When ideas have sex,1279106400,"[{'id': 7, 'name': 'Funny', 'count': 259}, {'id': 8, 'name': 'Informative', 'count': 981}, {'id': 24, 'name': 'Persuasive', 'count': 762}, {'id': 10, 'name': 'Inspiring', 'count': 1124}, {'id': 11, 'name': 'Longwinded', 'count': 39}, {'id': 9, 'name': 'Ingenious', 'count': 539}, {'id': 22, 'name': 'Fascinating', 'count': 1331}, {'id': 23, 'name': 'Jaw-dropping', 'count': 274}, {'id': 25, 'name': 'OK', 'count': 133}, {'id': 1, 'name': 'Beautiful', 'count': 121}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 3, 'name': 'Courageous', 'count': 68}, {'id': 2, 'name': 'Confusing', 'count': 20}, {'id': 21, 'name': 'Unconvincing', 'count': 44}]",2156157
141,1185,TEDGlobal 2010,Ethan Zuckerman,Ethan Zuckerman: Listening to global voices,1279189320,"[{'id': 10, 'name': 'Inspiring', 'count': 371}, {'id': 22, 'name': 'Fascinating', 'count': 204}, {'id': 8, 'name': 'Informative', 'count': 367}, {'id': 24, 'name': 'Persuasive', 'count': 301}, {'id': 3, 'name': 'Courageous', 'count': 50}, {'id': 9, 'name': 'Ingenious', 'count': 60}, {'id': 26, 'name': 'Obnoxious', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 71}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 44}, {'id': 1, 'name': 'Beautiful', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 20}]",694714
1217,1185,TEDGlobal 2010,Elif Shafak,Elif Shafak: The politics of fiction,1279262220,"[{'id': 10, 'name': 'Inspiring', 'count': 2251}, {'id': 11, 'name': 'Longwinded', 'count': 80}, {'id': 21, 'name': 'Unconvincing', 'count': 73}, {'id': 24, 'name': 'Persuasive', 'count': 437}, {'id': 3, 'name': 'Courageous', 'count': 496}, {'id': 22, 'name': 'Fascinating', 'count': 980}, {'id': 23, 'name': 'Jaw-dropping', 'count': 204}, {'id': 1, 'name': 'Beautiful', 'count': 1293}, {'id': 8, 'name': 'Informative', 'count': 336}, {'id': 25, 'name': 'OK', 'count': 192}, {'id': 7, 'name': 'Funny', 'count': 77}, {'id': 9, 'name': 'Ingenious', 'count': 194}, {'id': 26, 'name': 'Obnoxious', 'count': 32}, {'id': 2, 'name': 'Confusing', 'count': 28}]",1763449
926,1173,TEDGlobal 2010,Julian Assange,Julian Assange: Why the world needs WikiLeaks,1279533840,"[{'id': 22, 'name': 'Fascinating', 'count': 575}, {'id': 9, 'name': 'Ingenious', 'count': 179}, {'id': 3, 'name': 'Courageous', 'count': 1915}, {'id': 26, 'name': 'Obnoxious', 'count': 71}, {'id': 8, 'name': 'Informative', 'count': 845}, {'id': 23, 'name': 'Jaw-dropping', 'count': 415}, {'id': 24, 'name': 'Persuasive', 'count': 387}, {'id': 25, 'name': 'OK', 'count': 140}, {'id': 10, 'name': 'Inspiring', 'count': 1089}, {'id': 7, 'name': 'Funny', 'count': 57}, {'id': 21, 'name': 'Unconvincing', 'count': 75}, {'id': 1, 'name': 'Beautiful', 'count': 81}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 26}]",2278271
804,1102,TEDGlobal 2010,Naif Al-Mutawa,Naif Al-Mutawa: Superheroes inspired by Islam,1279616880,"[{'id': 3, 'name': 'Courageous', 'count': 274}, {'id': 1, 'name': 'Beautiful', 'count': 180}, {'id': 10, 'name': 'Inspiring', 'count': 605}, {'id': 21, 'name': 'Unconvincing', 'count': 151}, {'id': 22, 'name': 'Fascinating', 'count': 191}, {'id': 23, 'name': 'Jaw-dropping', 'count': 62}, {'id': 9, 'name': 'Ingenious', 'count': 205}, {'id': 26, 'name': 'Obnoxious', 'count': 39}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 24, 'name': 'Persuasive', 'count': 136}, {'id': 25, 'name': 'OK', 'count': 56}, {'id': 2, 'name': 'Confusing', 'count': 34}, {'id': 8, 'name': 'Informative', 'count': 138}, {'id': 7, 'name': 'Funny', 'count': 178}]",819361
274,1110,TEDGlobal 2010,Dimitar Sasselov,Dimitar Sasselov: How we found hundreds of potential Earth-like planets,1279703400,"[{'id': 1, 'name': 'Beautiful', 'count': 50}, {'id': 23, 'name': 'Jaw-dropping', 'count': 75}, {'id': 22, 'name': 'Fascinating', 'count': 340}, {'id': 8, 'name': 'Informative', 'count': 318}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 11, 'name': 'Longwinded', 'count': 64}, {'id': 9, 'name': 'Ingenious', 'count': 53}, {'id': 10, 'name': 'Inspiring', 'count': 164}, {'id': 25, 'name': 'OK', 'count': 79}, {'id': 24, 'name': 'Persuasive', 'count': 74}, {'id': 21, 'name': 'Unconvincing', 'count': 29}, {'id': 3, 'name': 'Courageous', 'count': 19}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 5}]",1123482
581,636,TEDGlobal 2010,Tan Le,Tan Le: A headset that reads your brainwaves,1279715760,"[{'id': 22, 'name': 'Fascinating', 'count': 1071}, {'id': 9, 'name': 'Ingenious', 'count': 909}, {'id': 8, 'name': 'Informative', 'count': 386}, {'id': 23, 'name': 'Jaw-dropping', 'count': 1334}, {'id': 10, 'name': 'Inspiring', 'count': 542}, {'id': 24, 'name': 'Persuasive', 'count': 92}, {'id': 3, 'name': 'Courageous', 'count': 49}, {'id': 25, 'name': 'OK', 'count': 68}, {'id': 1, 'name': 'Beautiful', 'count': 78}, {'id': 21, 'name': 'Unconvincing', 'count': 40}, {'id': 11, 'name': 'Longwinded', 'count': 17}, {'id': 2, 'name': 'Confusing', 'count': 17}, {'id': 26, 'name': 'Obnoxious', 'count': 25}, {'id': 7, 'name': 'Funny', 'count': 40}]",2468906
113,411,TED2010,Kevin Stone,Kevin Stone: The bio-future of joint replacement,1279809840,"[{'id': 10, 'name': 'Inspiring', 'count': 57}, {'id': 3, 'name': 'Courageous', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 148}, {'id': 22, 'name': 'Fascinating', 'count': 125}, {'id': 7, 'name': 'Funny', 'count': 28}, {'id': 24, 'name': 'Persuasive', 'count': 38}, {'id': 8, 'name': 'Informative', 'count': 161}, {'id': 23, 'name': 'Jaw-dropping', 'count': 50}, {'id': 25, 'name': 'OK', 'count': 33}, {'id': 21, 'name': 'Unconvincing', 'count': 24}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 24}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 1}]",486269
959,1448,TEDGlobal 2010,Sheena Iyengar,Sheena Iyengar: The art of choosing,1280133360,"[{'id': 8, 'name': 'Informative', 'count': 1437}, {'id': 22, 'name': 'Fascinating', 'count': 1391}, {'id': 24, 'name': 'Persuasive', 'count': 701}, {'id': 23, 'name': 'Jaw-dropping', 'count': 184}, {'id': 10, 'name': 'Inspiring', 'count': 1112}, {'id': 7, 'name': 'Funny', 'count': 523}, {'id': 3, 'name': 'Courageous', 'count': 232}, {'id': 1, 'name': 'Beautiful', 'count': 364}, {'id': 9, 'name': 'Ingenious', 'count': 279}, {'id': 25, 'name': 'OK', 'count': 130}, {'id': 11, 'name': 'Longwinded', 'count': 116}, {'id': 21, 'name': 'Unconvincing', 'count': 70}, {'id': 26, 'name': 'Obnoxious', 'count': 74}, {'id': 2, 'name': 'Confusing', 'count': 29}]",3087856
123,1002,TEDxOilSpill,Susan Shaw,Susan Shaw: The oil spill's toxic trade-off,1280221320,"[{'id': 24, 'name': 'Persuasive', 'count': 107}, {'id': 8, 'name': 'Informative', 'count': 176}, {'id': 22, 'name': 'Fascinating', 'count': 12}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 23, 'name': 'Jaw-dropping', 'count': 80}, {'id': 3, 'name': 'Courageous', 'count': 106}, {'id': 10, 'name': 'Inspiring', 'count': 16}, {'id': 21, 'name': 'Unconvincing', 'count': 22}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 12}, {'id': 1, 'name': 'Beautiful', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 9, 'name': 'Ingenious', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 4}]",220099
218,1124,Princeton University,Jeff Bezos,Jeff Bezos: What matters more than your talents,1280234580,"[{'id': 1, 'name': 'Beautiful', 'count': 307}, {'id': 23, 'name': 'Jaw-dropping', 'count': 47}, {'id': 11, 'name': 'Longwinded', 'count': 138}, {'id': 21, 'name': 'Unconvincing', 'count': 81}, {'id': 25, 'name': 'OK', 'count': 189}, {'id': 24, 'name': 'Persuasive', 'count': 231}, {'id': 7, 'name': 'Funny', 'count': 46}, {'id': 3, 'name': 'Courageous', 'count': 151}, {'id': 22, 'name': 'Fascinating', 'count': 89}, {'id': 8, 'name': 'Informative', 'count': 95}, {'id': 9, 'name': 'Ingenious', 'count': 42}, {'id': 26, 'name': 'Obnoxious', 'count': 28}, {'id': 2, 'name': 'Confusing', 'count': 12}, {'id': 10, 'name': 'Inspiring', 'count': 1011}]",659664
58,1250,Mission Blue Voyage,John Delaney,John Delaney: Wiring an interactive ocean,1280309580,"[{'id': 9, 'name': 'Ingenious', 'count': 60}, {'id': 1, 'name': 'Beautiful', 'count': 31}, {'id': 23, 'name': 'Jaw-dropping', 'count': 71}, {'id': 10, 'name': 'Inspiring', 'count': 80}, {'id': 22, 'name': 'Fascinating', 'count': 121}, {'id': 24, 'name': 'Persuasive', 'count': 28}, {'id': 11, 'name': 'Longwinded', 'count': 58}, {'id': 8, 'name': 'Informative', 'count': 116}, {'id': 25, 'name': 'OK', 'count': 40}, {'id': 21, 'name': 'Unconvincing', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 8}, {'id': 7, 'name': 'Funny', 'count': 0}]",332099
613,1185,TEDGlobal 2010,Laurie Santos,Laurie Santos: A monkey economy as irrational as ours,1280393220,"[{'id': 22, 'name': 'Fascinating', 'count': 855}, {'id': 8, 'name': 'Informative', 'count': 821}, {'id': 7, 'name': 'Funny', 'count': 268}, {'id': 10, 'name': 'Inspiring', 'count': 325}, {'id': 23, 'name': 'Jaw-dropping', 'count': 173}, {'id': 21, 'name': 'Unconvincing', 'count': 93}, {'id': 9, 'name': 'Ingenious', 'count': 404}, {'id': 24, 'name': 'Persuasive', 'count': 415}, {'id': 11, 'name': 'Longwinded', 'count': 90}, {'id': 25, 'name': 'OK', 'count': 144}, {'id': 1, 'name': 'Beautiful', 'count': 46}, {'id': 3, 'name': 'Courageous', 'count': 44}, {'id': 26, 'name': 'Obnoxious', 'count': 36}, {'id': 2, 'name': 'Confusing', 'count': 26}]",1236817
173,585,TEDGlobal 2010,Lewis Pugh,Lewis Pugh: My mind-shifting Everest swim,1280480100,"[{'id': 26, 'name': 'Obnoxious', 'count': 42}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 41}, {'id': 3, 'name': 'Courageous', 'count': 413}, {'id': 22, 'name': 'Fascinating', 'count': 146}, {'id': 10, 'name': 'Inspiring', 'count': 536}, {'id': 24, 'name': 'Persuasive', 'count': 170}, {'id': 23, 'name': 'Jaw-dropping', 'count': 128}, {'id': 8, 'name': 'Informative', 'count': 71}, {'id': 9, 'name': 'Ingenious', 'count': 20}, {'id': 1, 'name': 'Beautiful', 'count': 70}, {'id': 25, 'name': 'OK', 'count': 61}, {'id': 7, 'name': 'Funny', 'count': 11}, {'id': 2, 'name': 'Confusing', 'count': 2}]",1029186
169,1169,TEDGlobal 2010,Jason Clay,Jason Clay: How big brands can help save biodiversity,1281948180,"[{'id': 24, 'name': 'Persuasive', 'count': 251}, {'id': 8, 'name': 'Informative', 'count': 223}, {'id': 3, 'name': 'Courageous', 'count': 61}, {'id': 10, 'name': 'Inspiring', 'count': 201}, {'id': 21, 'name': 'Unconvincing', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 23, 'name': 'Jaw-dropping', 'count': 52}, {'id': 9, 'name': 'Ingenious', 'count': 72}, {'id': 22, 'name': 'Fascinating', 'count': 77}, {'id': 1, 'name': 'Beautiful', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 17}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 1}]",431548
538,1102,TEDGlobal 2010,Sheryl WuDunn,Sheryl WuDunn: Our century's greatest injustice,1282038540,"[{'id': 10, 'name': 'Inspiring', 'count': 606}, {'id': 3, 'name': 'Courageous', 'count': 170}, {'id': 1, 'name': 'Beautiful', 'count': 76}, {'id': 21, 'name': 'Unconvincing', 'count': 51}, {'id': 24, 'name': 'Persuasive', 'count': 364}, {'id': 8, 'name': 'Informative', 'count': 344}, {'id': 22, 'name': 'Fascinating', 'count': 83}, {'id': 23, 'name': 'Jaw-dropping', 'count': 79}, {'id': 25, 'name': 'OK', 'count': 57}, {'id': 11, 'name': 'Longwinded', 'count': 32}, {'id': 9, 'name': 'Ingenious', 'count': 16}, {'id': 26, 'name': 'Obnoxious', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 7, 'name': 'Funny', 'count': 12}]",1049847
649,453,New York State Senate,Diane J. Savino,Diane J. Savino: The case for same-sex marriage,1282062180,"[{'id': 25, 'name': 'OK', 'count': 100}, {'id': 23, 'name': 'Jaw-dropping', 'count': 95}, {'id': 24, 'name': 'Persuasive', 'count': 777}, {'id': 3, 'name': 'Courageous', 'count': 502}, {'id': 21, 'name': 'Unconvincing', 'count': 88}, {'id': 10, 'name': 'Inspiring', 'count': 694}, {'id': 1, 'name': 'Beautiful', 'count': 241}, {'id': 7, 'name': 'Funny', 'count': 98}, {'id': 8, 'name': 'Informative', 'count': 140}, {'id': 9, 'name': 'Ingenious', 'count': 59}, {'id': 11, 'name': 'Longwinded', 'count': 22}, {'id': 26, 'name': 'Obnoxious', 'count': 43}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 22, 'name': 'Fascinating', 'count': 46}]",292395
207,655,TEDGlobal 2010,Peter Molyneux,"Peter Molyneux: Meet Milo, the virtual boy",1282119180,"[{'id': 9, 'name': 'Ingenious', 'count': 156}, {'id': 22, 'name': 'Fascinating', 'count': 198}, {'id': 23, 'name': 'Jaw-dropping', 'count': 109}, {'id': 10, 'name': 'Inspiring', 'count': 73}, {'id': 21, 'name': 'Unconvincing', 'count': 166}, {'id': 26, 'name': 'Obnoxious', 'count': 37}, {'id': 11, 'name': 'Longwinded', 'count': 33}, {'id': 25, 'name': 'OK', 'count': 73}, {'id': 8, 'name': 'Informative', 'count': 62}, {'id': 1, 'name': 'Beautiful', 'count': 59}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 15}, {'id': 24, 'name': 'Persuasive', 'count': 22}, {'id': 3, 'name': 'Courageous', 'count': 15}]",734490
99,539,TEDGlobal 2010,Jamil Abu-Wardeh,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,1282206180,"[{'id': 7, 'name': 'Funny', 'count': 405}, {'id': 10, 'name': 'Inspiring', 'count': 279}, {'id': 24, 'name': 'Persuasive', 'count': 157}, {'id': 21, 'name': 'Unconvincing', 'count': 31}, {'id': 3, 'name': 'Courageous', 'count': 124}, {'id': 22, 'name': 'Fascinating', 'count': 48}, {'id': 8, 'name': 'Informative', 'count': 139}, {'id': 25, 'name': 'OK', 'count': 101}, {'id': 1, 'name': 'Beautiful', 'count': 61}, {'id': 9, 'name': 'Ingenious', 'count': 44}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 11, 'name': 'Longwinded', 'count': 27}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 30}]",799855
287,554,TEDGlobal 2010,Maz Jobrani,Maz Jobrani: Did you hear the one about the Iranian-American?,1282206540,"[{'id': 7, 'name': 'Funny', 'count': 4013}, {'id': 10, 'name': 'Inspiring', 'count': 451}, {'id': 9, 'name': 'Ingenious', 'count': 229}, {'id': 3, 'name': 'Courageous', 'count': 353}, {'id': 23, 'name': 'Jaw-dropping', 'count': 148}, {'id': 25, 'name': 'OK', 'count': 200}, {'id': 24, 'name': 'Persuasive', 'count': 185}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 22, 'name': 'Fascinating', 'count': 262}, {'id': 1, 'name': 'Beautiful', 'count': 201}, {'id': 26, 'name': 'Obnoxious', 'count': 42}, {'id': 11, 'name': 'Longwinded', 'count': 36}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 8, 'name': 'Informative', 'count': 202}]",4646183
295,722,TEDxBoston 2010,Seth Priebatsch,Seth Priebatsch: The game layer on top of the world,1282293780,"[{'id': 22, 'name': 'Fascinating', 'count': 395}, {'id': 9, 'name': 'Ingenious', 'count': 277}, {'id': 8, 'name': 'Informative', 'count': 365}, {'id': 2, 'name': 'Confusing', 'count': 30}, {'id': 24, 'name': 'Persuasive', 'count': 310}, {'id': 10, 'name': 'Inspiring', 'count': 301}, {'id': 23, 'name': 'Jaw-dropping', 'count': 59}, {'id': 7, 'name': 'Funny', 'count': 110}, {'id': 25, 'name': 'OK', 'count': 93}, {'id': 1, 'name': 'Beautiful', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 22}, {'id': 3, 'name': 'Courageous', 'count': 25}, {'id': 26, 'name': 'Obnoxious', 'count': 35}, {'id': 21, 'name': 'Unconvincing', 'count': 95}]",816019
285,1076,TEDGlobal 2010,David McCandless,David McCandless: The beauty of data visualization,1282554120,"[{'id': 25, 'name': 'OK', 'count': 190}, {'id': 22, 'name': 'Fascinating', 'count': 1225}, {'id': 9, 'name': 'Ingenious', 'count': 754}, {'id': 1, 'name': 'Beautiful', 'count': 713}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 8, 'name': 'Informative', 'count': 1216}, {'id': 24, 'name': 'Persuasive', 'count': 477}, {'id': 7, 'name': 'Funny', 'count': 250}, {'id': 23, 'name': 'Jaw-dropping', 'count': 169}, {'id': 10, 'name': 'Inspiring', 'count': 806}, {'id': 11, 'name': 'Longwinded', 'count': 54}, {'id': 21, 'name': 'Unconvincing', 'count': 37}, {'id': 26, 'name': 'Obnoxious', 'count': 33}, {'id': 3, 'name': 'Courageous', 'count': 23}]",2581998
236,585,TEDGlobal 2010,Lee Hotz,Lee Hotz: Inside an Antarctic time machine,1282639500,"[{'id': 22, 'name': 'Fascinating', 'count': 189}, {'id': 25, 'name': 'OK', 'count': 76}, {'id': 8, 'name': 'Informative', 'count': 235}, {'id': 10, 'name': 'Inspiring', 'count': 87}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 38}, {'id': 24, 'name': 'Persuasive', 'count': 61}, {'id': 1, 'name': 'Beautiful', 'count': 56}, {'id': 23, 'name': 'Jaw-dropping', 'count': 24}, {'id': 21, 'name': 'Unconvincing', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 9, 'name': 'Ingenious', 'count': 18}, {'id': 3, 'name': 'Courageous', 'count': 28}, {'id': 7, 'name': 'Funny', 'count': 0}]",592082
404,639,RSA Animate,Jeremy Rifkin,Jeremy Rifkin: The empathic civilization,1282647660,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 267}, {'id': 22, 'name': 'Fascinating', 'count': 579}, {'id': 24, 'name': 'Persuasive', 'count': 516}, {'id': 7, 'name': 'Funny', 'count': 132}, {'id': 10, 'name': 'Inspiring', 'count': 926}, {'id': 21, 'name': 'Unconvincing', 'count': 64}, {'id': 8, 'name': 'Informative', 'count': 637}, {'id': 1, 'name': 'Beautiful', 'count': 282}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 9, 'name': 'Ingenious', 'count': 342}, {'id': 3, 'name': 'Courageous', 'count': 80}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 23}, {'id': 2, 'name': 'Confusing', 'count': 39}]",544047
66,855,Mission Blue Voyage,Jim Toomey,Jim Toomey: Learning from Sherman the shark,1282727040,"[{'id': 7, 'name': 'Funny', 'count': 149}, {'id': 8, 'name': 'Informative', 'count': 102}, {'id': 25, 'name': 'OK', 'count': 78}, {'id': 1, 'name': 'Beautiful', 'count': 78}, {'id': 10, 'name': 'Inspiring', 'count': 198}, {'id': 3, 'name': 'Courageous', 'count': 47}, {'id': 22, 'name': 'Fascinating', 'count': 74}, {'id': 24, 'name': 'Persuasive', 'count': 99}, {'id': 9, 'name': 'Ingenious', 'count': 40}, {'id': 21, 'name': 'Unconvincing', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 22}, {'id': 26, 'name': 'Obnoxious', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 2, 'name': 'Confusing', 'count': 9}]",479113
175,1034,TEDxOilSpill,Lisa Margonelli,Lisa Margonelli: The political chemistry of oil,1282812600,"[{'id': 21, 'name': 'Unconvincing', 'count': 69}, {'id': 8, 'name': 'Informative', 'count': 232}, {'id': 22, 'name': 'Fascinating', 'count': 35}, {'id': 24, 'name': 'Persuasive', 'count': 143}, {'id': 9, 'name': 'Ingenious', 'count': 16}, {'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 7, 'name': 'Funny', 'count': 10}, {'id': 25, 'name': 'OK', 'count': 53}, {'id': 10, 'name': 'Inspiring', 'count': 67}, {'id': 23, 'name': 'Jaw-dropping', 'count': 16}, {'id': 3, 'name': 'Courageous', 'count': 57}, {'id': 1, 'name': 'Beautiful', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 32}, {'id': 26, 'name': 'Obnoxious', 'count': 22}]",452632
137,458,TEDGlobal 2010,Dan Cobley,Dan Cobley: What physics taught me about marketing,1282902540,"[{'id': 25, 'name': 'OK', 'count': 297}, {'id': 9, 'name': 'Ingenious', 'count': 183}, {'id': 8, 'name': 'Informative', 'count': 354}, {'id': 7, 'name': 'Funny', 'count': 234}, {'id': 22, 'name': 'Fascinating', 'count': 158}, {'id': 10, 'name': 'Inspiring', 'count': 141}, {'id': 1, 'name': 'Beautiful', 'count': 33}, {'id': 24, 'name': 'Persuasive', 'count': 139}, {'id': 21, 'name': 'Unconvincing', 'count': 223}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 2, 'name': 'Confusing', 'count': 26}, {'id': 26, 'name': 'Obnoxious', 'count': 49}, {'id': 3, 'name': 'Courageous', 'count': 16}]",1373377
396,1009,TEDGlobal 2010,Nic Marks,Nic Marks: The Happy Planet Index,1283130000,"[{'id': 3, 'name': 'Courageous', 'count': 218}, {'id': 22, 'name': 'Fascinating', 'count': 316}, {'id': 1, 'name': 'Beautiful', 'count': 241}, {'id': 24, 'name': 'Persuasive', 'count': 592}, {'id': 10, 'name': 'Inspiring', 'count': 1485}, {'id': 8, 'name': 'Informative', 'count': 388}, {'id': 25, 'name': 'OK', 'count': 81}, {'id': 23, 'name': 'Jaw-dropping', 'count': 74}, {'id': 7, 'name': 'Funny', 'count': 35}, {'id': 21, 'name': 'Unconvincing', 'count': 70}, {'id': 9, 'name': 'Ingenious', 'count': 143}, {'id': 26, 'name': 'Obnoxious', 'count': 28}, {'id': 11, 'name': 'Longwinded', 'count': 27}, {'id': 2, 'name': 'Confusing', 'count': 11}]",1597719
568,1090,TEDGlobal 2010,Johan Rockstrom,Johan Rockstrom: Let the environment guide our development,1283244120,"[{'id': 25, 'name': 'OK', 'count': 106}, {'id': 8, 'name': 'Informative', 'count': 406}, {'id': 2, 'name': 'Confusing', 'count': 23}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 24, 'name': 'Persuasive', 'count': 277}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 10, 'name': 'Inspiring', 'count': 246}, {'id': 11, 'name': 'Longwinded', 'count': 42}, {'id': 22, 'name': 'Fascinating', 'count': 107}, {'id': 23, 'name': 'Jaw-dropping', 'count': 33}, {'id': 3, 'name': 'Courageous', 'count': 58}, {'id': 26, 'name': 'Obnoxious', 'count': 15}, {'id': 7, 'name': 'Funny', 'count': 17}, {'id': 1, 'name': 'Beautiful', 'count': 25}]",924806
215,1523,TEDIndia 2009,His Holiness the Karmapa,His Holiness the Karmapa: The technology of the heart,1283330880,"[{'id': 2, 'name': 'Confusing', 'count': 33}, {'id': 11, 'name': 'Longwinded', 'count': 107}, {'id': 26, 'name': 'Obnoxious', 'count': 41}, {'id': 10, 'name': 'Inspiring', 'count': 292}, {'id': 1, 'name': 'Beautiful', 'count': 194}, {'id': 22, 'name': 'Fascinating', 'count': 61}, {'id': 21, 'name': 'Unconvincing', 'count': 80}, {'id': 25, 'name': 'OK', 'count': 72}, {'id': 3, 'name': 'Courageous', 'count': 53}, {'id': 23, 'name': 'Jaw-dropping', 'count': 16}, {'id': 24, 'name': 'Persuasive', 'count': 40}, {'id': 8, 'name': 'Informative', 'count': 55}, {'id': 9, 'name': 'Ingenious', 'count': 13}, {'id': 7, 'name': 'Funny', 'count': 8}]",800001
582,195,TEDGlobal 2010,Derek Sivers,Derek Sivers: Keep your goals to yourself,1283417220,"[{'id': 21, 'name': 'Unconvincing', 'count': 249}, {'id': 25, 'name': 'OK', 'count': 488}, {'id': 8, 'name': 'Informative', 'count': 1209}, {'id': 24, 'name': 'Persuasive', 'count': 752}, {'id': 7, 'name': 'Funny', 'count': 366}, {'id': 9, 'name': 'Ingenious', 'count': 187}, {'id': 22, 'name': 'Fascinating', 'count': 364}, {'id': 10, 'name': 'Inspiring', 'count': 796}, {'id': 3, 'name': 'Courageous', 'count': 94}, {'id': 26, 'name': 'Obnoxious', 'count': 48}, {'id': 23, 'name': 'Jaw-dropping', 'count': 94}, {'id': 1, 'name': 'Beautiful', 'count': 136}, {'id': 2, 'name': 'Confusing', 'count': 38}, {'id': 11, 'name': 'Longwinded', 'count': 22}]",4657799
175,848,TEDGlobal 2010,Rachel Sussman,Rachel Sussman: The world's oldest living things,1283503920,"[{'id': 22, 'name': 'Fascinating', 'count': 722}, {'id': 8, 'name': 'Informative', 'count': 578}, {'id': 10, 'name': 'Inspiring', 'count': 279}, {'id': 23, 'name': 'Jaw-dropping', 'count': 185}, {'id': 9, 'name': 'Ingenious', 'count': 51}, {'id': 25, 'name': 'OK', 'count': 126}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 11, 'name': 'Longwinded', 'count': 85}, {'id': 7, 'name': 'Funny', 'count': 14}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 26, 'name': 'Obnoxious', 'count': 22}, {'id': 24, 'name': 'Persuasive', 'count': 53}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 1, 'name': 'Beautiful', 'count': 382}]",1424250
